filename,HOMO (Ha),LUMO (Ha),GAP (eV),IE (eV),EA (eV),GlobalHardness (eV),ChemPot (eV),GEI (eV)
2,-0.39268,-0.23207,4.3704229539999995,10.685372552,6.314949598,2.1852114769999997,-8.500161075,8.500161075
