filename,E_scf,ZPE,E_corr,H_corr,G_corr,HOMO,LUMO,Gap,IE,EA,GlobalHardness,ChemPot,GEI,Zr_13_mul,C_14_mul,C_16_mul,C_15_mul,Zr_13_nbo,C_14_nbo,C_16_nbo,C_15_nbo,Zr_13_apt,C_14_apt,C_16_apt,C_15_apt,Freq_mean,Freq_max,Freq_min,C14_M13_C15,M13_C15_C16,C15_C16_C14,M13_C14_C16,dC14_M13_C15,dM13_C15_C16,dC15_C16_C14,dM13_C14_C16,Zr13_Me14,C14_C16,M13_C16,M13_C15,C15_C16,dZr13_Me14,dC14_C16,dM13_C16,dM13_C15,dC15_C16,Dipole,Isotropic,Anisotropic,Cone_angle_1,MC_Dist_1,L_1,B1_min_1,B5_max_1,Cone_angle_2,MC_Dist_2,L_2,B1_min_2,B5_max_2,%VolBur_TS,SASA_TS,Estab,BDE,delErxn,delCat
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
