filename,APT_C14,APT_C15,APT_C16,APT_Hf13,Mul_C14,Mul_C15,Mul_C16,Mul_Hf13
2,-0.948377,-0.723866,-0.649252,-0.266846,-0.214502,-0.234051,0.032025,0.274552
